fold_fraction,legacy_mean_dice_missing_as_zero,mean_assd_mm,mean_dice,mean_displacement_mm,mean_hd95_mm,method_id,n_evaluable_labels,n_evaluable_organ_cases,n_pair_calls,n_requested_organ_cases,n_subjects,n_unavailable_organ_cases,overlap_aggregation,p95_displacement_mm,reporting_unit,runtime_seconds,sd_log_jacobian,task_domain,task_group,unavailable_label_policy,valid_sampling_fraction
0.0,0.5867376676779403,11.81176582885396,0.6273344251972343,39.55182886123657,30.928098955535525,B07_locor,4,30,8,32,8,2,equal_weight_label_macro,68.45557997226715,composite_target_task,77.50096864631632,0.6277316734194756,l2r_mrct,mr_target,exclude_if_missing_in_fixed_or_moving_label,0.8448929468790689
